video_id,caption
YEmS8ZQIhTA_7_20.avi,"Two teams are playing basketball, and a man on the white team makes a basket."
uy0HNWto0UY_18_25.avi,A young man lying in bed sits up on the side of the bed.
hJFBXHtxKIc_286_291.avi,A man pours cooked pasta from a plastic container into a bowl.
lm0z7eLsbbw_9_23.avi,A chimpanzee is smoking a cigarette.
sTMlQSbAGfE_0_12.avi,A man petting a crocodile.
xPR0xFgCAZY_17_27.avi,Someone is slicing a green tomato with a knife.
rKF0ZW34FRk_41_54.avi,a man riding a bike on a half pipe
mHv4iJ9Yr1g_10_16.avi,A cat is eating from a cup while a puppy repeatedly bites on the cat's ear.
vuvpbeQak9Q_23_29.avi,A train is going up and down in circles on a carnival ride.
Kqb-mmkEWqU_1_5.avi,A boy is kicking a ball.
1RchFBCT9JU_43_53.avi,A hedgehog is eating small round yellowish pieces of something off a wooden floor.
zCf8NWJ8kzA_47_52.avi,Someone is writing something on a piece of white paper with a pencil.
FavUpD_IjVY_22_26.avi,Cows are doing a synchronized dance.
ao-9B8IV9_E_87_95.avi,A goose runs after a man and bites him on his behind.
-wa0umYJVGg_23_41.avi,A person is cooking food.
Gm1WnWVXYzQ_0_9.avi,A girl carrying books is walking down the street when a man in a jeep stops to talk to her.
idRc_KkInds_0_6.avi,Someone is holding and petting a baby tiger.
X6uJyuD_Zso_3_17.avi,A person is dicing an onion.
xxHx6s_DbUo_202_207.avi,A man is boxing and kicking a padded stick while several people watch.
6t0BpjwYKco_179_183.avi,A woman is grating an onion into a stew-like mixture in a saucepan.
81fABEiwcIM_31_45.avi,A man plays the guitar and sings onstage.
kBMsuhDvg88_45_64.avi,A group of people create a human pyramid.
s-dSFyz_5Ww_31_41.avi,Two women in two-piece bathing suits are wrestling.
w9mqbwOIkVg_6_12.avi,A man is doing a weight exercise.
8e0yXMa708Y_24_33.avi,A woman is quickly climbing up a steep cliff.
6t0BpjwYKco_46_53.avi,The lady is peeling an eggplant.
MJoxGpEswOI_9_16.avi,a basketball player making a shoot while lying on the ground
Je3V7U5Ctj4_760_765.avi,A person takes chicken wings out of an oven.
AjZ-R3LFMzo_24_38.avi,A motorcyclist is doing donuts with his motorcycle.
Td29-SApubM_48_57.avi,A Polar Bear pup looks into the mirror.
6t0BpjwYKco_80_84.avi,A woman grates a carrot.
PCXHuseKwDc_17_20.avi,A man is pouring antifreeze from a large jug into a funnel into his car.
bmxIurBrW5s_51_70.avi,a woman practicing a volleyball
1Dty_eGY9Ec_123_133.avi,A man getting face painted by a woman artist
ACOmKiJDkA4_75_81.avi,A woman pours a sauce and some minced substance into a glass bowl containing meat.
CL49s8bO6Fg_1_11.avi,"A kitten sniffs flowers on a red checked cloth on a table, walks to the wooden part of the table and looks at a small jack-o-lantern, then walks to the edge of the table and looks off, finally backing away."
UXs3eq68ZjE_235_240.avi,Someone is stirring a brown and yellow mixture in a small bowl.
ry7AUQtuwdU_4_39.avi,A keyboard is being played.
OBLIjdMIIt8_54_61.avi,A group of cars are driving down a road.
hNOzHvsEmg4_31_36.avi,"Two teams are playing soccer, and the goalie in blue stops the red team from making two goals."
wn9rDTZj-m4_8_18.avi,A kid is playing violin.
DvYN53KBDr0_51_62.avi,people destroying a car
8z-XGiU1KN4_9_17.avi,A group of young people are rehearsing dance movements.
-Ms9tsWmhyU_80_95.avi,A flute is played.
NVGGgncVq-4_12_20.avi,Children on a playground flee when it rains.
8CzlhZtunNc_5_11.avi,A baby snow leopard sitting in front of an adult snow leopard runs off.
JIKaIriiK8w_0_15.avi,A little puppy is turning on its back.
3SKyc0aKx70_46_52.avi,A boy does flips on a trampoline.
v_tGw5gwlEw_136_152.avi,A woman in a bikini is lying down while a puppet is dancing on her abdomen.
qIXs7fUoLIg_1_11.avi,A little girl singing.
umjc1CkO4JA_290_305.avi,A man is chopping a tree in the Forrest.
xxHx6s_DbUo_57_61.avi,A shirtless man is doing pull-ups from a door frame.
kWLNZzuo3do_222_227.avi,A woman dips a shrimp in batter.
CcvJs77L-e8_15_22.avi,Three people are carrying heavy canvas sacks as they are walking in the grass.
eZLxohGP4IE_15_25.avi,A man is slicing through a piece of carpet with a hunting knife.
C_DDjCRxTxQ_1_4.avi,"Two women are reclining on a couch talking, one woman with her arm around the other."
PHDmVhShE80_36_46.avi,A person chops green onions.
SRzoLVNgHoI_56_66.avi,Three women are dancing outside.
9Q0JfdP36kI_167_170.avi,A woman is placing skewers of meat on some kind of cooking apparatus.
TIubRrkku-4_1_10.avi,A man is spinning in a machine.
9Q0JfdP36kI_23_28.avi,Someone is cutting excess fat off of raw chicken using scissors.
5OuYhq6Zl0g_0_10.avi,A group of girls are dancing.
m1NR0uNNs5Y_273_280.avi,A woman is chopping a red bell pepper into small pieces.
ao-9B8IV9_E_72_77.avi,A woman is riding her horse on the beach.
2YhDTpzxd3c_223_232.avi,A man outruns a truck driving down the street.
xxHx6s_DbUo_36_40.avi,"A woman is seated watching a man do push-ups, when the scene changes to another man doing push-ups that propel him forward."
u_6tre9_99Q_13_25.avi,Elephants are digging in the dirt.
4yf2WP6K1gQ_28_32.avi,A woman taking a bath.
RX6NSOuCCAE_13_27.avi,A man is throwing blades into a close target outside.
emblM4a76jg_5_15.avi,A boy is playing a key-board.
UgUFP5baQ9Y_0_7.avi,The ladies danced in costume.
ge7OOILJA6U_20_25.avi,Three young men are standing on stage playing guitars.
w28TljSqtW8_64_75.avi,A man is slicing onions.
8yoUaH6wGLs_22_30.avi,A cop car rams into motorcycle rider.
L8h2DazQZJY_0_10.avi,A girl is riding a horse and jumping barriers.
YwmUgVrUJ4I_0_15.avi,A woman is doing weight exercises.
-wa0umYJVGg_139_157.avi,"A woman is cutting an onion, removing the core and putting the strips in a bowl of water."
oRBgVOiZVsc_16_22.avi,A woman is sitting on a couch playing a guitar and singing.
39Ce7I6nXIw_96_104.avi,A man walks his horse.
Je3V7U5Ctj4_488_495.avi,A man peels a piece of onion with his fingers.
D2FbgK_kkE8_121_151.avi,a lady cutting a pineapple
1kYWws89W3Y_0_5.avi,A cat appears to walk up a wall from floor to ceiling.
0lh_UWF9ZP4_103_110.avi,A woman is cooking a egg mixture in a deep skillet using chopsticks.
BtQEY2SL4g4_11_16.avi,"A man using a pole nudges a cat off a tall utility-like  pole, and the cat leaps all the way to the ground and runs off."
kEGmZDpZ_RE_248_293.avi,a person cutting vegetables
dQmaVQZz7EE_1_18.avi,A boyis playing guitar.
BVjvRpmHg0w_231_250.avi,Meat is being cooked in a wok.
omGWjiwxcTE_18_23.avi,A fighter gets slammed and punched.
MrMG15y3rWU_5_13.avi,A frog attacks someone's finger.
eroAmLZ85DI_28_35.avi,A man is sharpening a pencil with a large knife.
WTf5EgVY5uU_121_135.avi,A woman is placing oil in a pan.
m1NR0uNNs5Y_57_64.avi,Someone is showing how to cut an onion in half.
otLEUwHao_E_140_151.avi,A man in a suit is standing at a microphone and singing.
57C93mpt6Xo_358_368.avi,A woman is applying blush or powder to her face with a brush.
7s0AXJtLL0Y_57_61.avi,A black pet cat is walking in the house.
0sUL0KCIc48_15_25.avi,A dog is moving through very deep snow by leaping forward and sinking repeatedly.
o_mWZWcm2r4_47_54.avi,A girl rides a bicycle around a parking while other children watch.
0hyZ__3YhZc_289_295.avi,Someone pours chopped vegetables into a kettle.
fMXfphSi6Yw_7_12.avi,"A female gymnast does a flip , then falls wrong."
2YhDTpzxd3c_45_49.avi,A man is doing pull-ups in a doorway.
KPPCwmU5OHQ_480_486.avi,Someone is stirring a kettle of soup with metal tongs.
nHZsE7T7hwI_13_23.avi,A cook making a cheese dish
hJFBXHtxKIc_163_168.avi,Someone is seasoning sausage in a saucepan.
Ya-MkA187c8_36_45.avi,A woman is playing the guitar.
nrZyPuRd5pU_85_92.avi,A black and white cat is standing on his rear paws waving his front paws when he is attacked by a larger yellow cat.
ZbtpcGi2DWY_56_62.avi,A polar bear is walking on snow.
JsD6uEZsIsU_45_58.avi,"A bearded, bald man is playing an acoustical guitar."
XEOH3t5AYY0_22_29.avi,A man rides a bicycle.
yg4aNiO1JnI_111_114.avi,A dog is bouncing his front paws on a trampoline.
XZ0Ch_ClBfo_120_127.avi,Three men run into and play in the ocean.
IhwPQL9dFYc_171_175.avi,A woman adds diced onion pieces into a skillet of cooked ground meat.
s_ldnx8_etY_32_54.avi,A whisk mixing an ingredient in a bowl.
tHLiYTS9Iz8_1_16.avi,Two men are boxing.
4QYPZM01xFE_14_26.avi,Someone is peeling an onion with their fingers.
ht2oIYBSoI0_9_21.avi,A woman is riding a horse inside a track.
GPT4vUwlrXY_1_10.avi,A boy is checking a calendar.
8MVo7fje_oE_180_185.avi,A man is talking and eating spaghetti off a plate with a fork.
SaYwh6chmiw_15_40.avi,A train slows down and stops.
IiTzJQE67FA_74_86.avi,A man is playing the guitar.
BIqVvRh_cEY_143_149.avi,A young boy is running.
gWRRHV7DLV0_21_31.avi,A man is talking while stacking three pumpkins.
cFzSEIGrEfA_0_24.avi,A man is removing a skin of a fish with a knife.
-_hbPLsZvvo_5_8.avi,A dog is chewing.
4kQnrKvOTNg_15_24.avi,A puppy is walking down the staircase.
0lh_UWF9ZP4_148_155.avi,A woman appears to be pulling veins out of a shrimp with a toothpick.
io2dbV-Qbus_215_247.avi,A man is pouring batter onto a griddle.
GnwKcpfr_ng_47_57.avi,"A man is standing outdoors on the edge of a parking lot speaking into a microphone while a red banner is displayed across his chest reading ""Manchester Fox Ct Morning News"""
x1i0UOssll8_141_151.avi,A man tries to reel in a shark at sea.
KPPCwmU5OHQ_56_62.avi,A man opens a can.
BvHnDAsMtUA_0_13.avi,A cat is playing with a toy mouse.
fd7Ky1lEPT8_40_50.avi,a man cutting up a fruit
VLBsAPZ2DDE_34_41.avi,A boy gets knocked down by a dog.
-_hbPLsZvvo_19_26.avi,A woman is cutting a vegetable.
pFSoWsocv0g_8_17.avi,A dog and a puppy are playing with each other.
C1MNCR1o9lU_0_7.avi,A woman bottle feeds a baby.
_KMoC6ZdeXs_10_16.avi,A young man is seated and playing a guitar.
1qU-kF-km1Q_6_16.avi,A man talks about his puppy.
27hs9W89FuI_0_10.avi,Two teams are playing soccer and the blue team makes three goals.
WEJfT-oB4v4_20_35.avi,"A dog looking at himself in a mirror waves, bites, and barks at his image."
klFyrnrUSck_79_85.avi,A woman is putting meat on a tray.
vMoOpQQy6sI_22_55.avi,Two girls are dancing.
v7NpKUVqjpI_23_40.avi,elephant and trainers in the jungle
0piwbTivpDg_10_40.avi,A man explaining how to do his hair.
UXs3eq68ZjE_508_513.avi,Someone sprinkles paprika into a bowl of rice pudding.
YJ2aGe7CLBo_25_35.avi,A boy is playing with a telephone.
fGc6_D0JEIQ_31_46.avi,Three men are dancing.
Z10_CDPQKKs_1_6.avi,A boy jumping on a pogo stick is pushed off by another boy.
6sKdTbRkahM_6_12.avi,A man cuts the top and bottom off a pineapple.
UXs3eq68ZjE_194_200.avi,Someone cracks an egg into a bowl.
fJr2evLANsE_0_10.avi,A cat is playing and playing a turtle.
jlahRlo4jlU_30_36.avi,A man is walking down a road.
E4k0Aylzdyo_97_104.avi,A woman climbs on the back of a motorcycle occupied by a man and puts on a helmet.
yyxtyCaEVqk_329_360.avi,A man demonstrating how to season carrots.
xxHx6s_DbUo_32_36.avi,A man is running down a street and the scene flashes to a man and woman bowing.
PeUHy0A1GF0_74_77.avi,Someone cuts a piece out of cabbage leaves.
bQJQGoJF7_k_120_126.avi,The man is stirring oil.
_7nP9z6T9m8_11_17.avi,A bicyclist hits his face on a road sign.
MW21lp833Vo_8_16.avi,Two men each take a turn playing chess when a third man scoots the chess pieces with his hand.
_WRC7HXBJpU_414_425.avi,A man is adding water to a pan.
KIEWo_xJ5nU_0_7.avi,A baby animal is squealing.
kSzS_lFtJDk_55_70.avi,A police car is chasing another car that spins out of control.
7_XASfcYdBk_3_13.avi,A man is playing guitar.
p69d3UBdpR8_98_109.avi,A young Asian girl is applying eyeliner.
-_hbPLsZvvo_211_219.avi,A man is scrambling eggs in a square shaped frying pan.
DJWmm_Q9WvY_1_25.avi,A brown cow is eating grass in an open field.
B7mP4zoDMwM_0_17.avi,A cat watches dominoes fall.
tYQ7O6V0Fvk_20_55.avi,A young boy playing guitar
ZdNP0dXCx2I_78_90.avi,a man and woman riding in a car
30GeJHYoerk_63_75.avi,Someone is twirling a pencil with their fingers.
wgrrQwLdME8_66_74.avi,A baby playing a guitar in a crib
u9prcUCHlqM_235_241.avi,A man is looking at the ocean through a camera on a tripod.
QA_JTtM1hKA_5_15.avi,A guy is playing electric guitar.
4D1o4FC8YbA_207_216.avi,A woman dances in front of a fire.
SULWQEAErKw_13_26.avi,A huge turtle is walking on land.
b4mJ3AQc-ag_30_34.avi,A piece of chicken is being torn apart.
7OGizkf_JEo_191_194.avi,A circus performer walks across a tight rope.
2YhDTpzxd3c_98_101.avi,"Two men throw burning pieces of wood at a man's abdomen, who is standing with his arms raised."
ruNrdmjcNTc_0_5.avi,An American flag is waving in the wind.
JhCvLmf9yr0_46_50.avi,Two women are slicing some lemons.
WeOU0Iba1Xg_1_30.avi,A man galloping on his horse.
xb-Nacm-pKc_78_82.avi,Pink Floyd performing onstage and video.
1N_Ic2pBM1o_2_23.avi,A woman is playing a guitar and singing.
PuQVs2Ch1LY_5_15.avi,A girl wearing glasses is playing the flute.
HzYtvOYOEoU_21_32.avi,A group of women do a tribal dance.
WTf5EgVY5uU_66_75.avi,A person chops garlic.
5XxshEdcfAM_85_100.avi,A man is dancing.
e-j59PqJjSM_163_173.avi,Someone slices the end off a red onion with a cleaver.
lexLAjh8fPA_27_31.avi,A man is being treated for an emergency in a hospital.
GnwKcpfr_ng_10_20.avi,A man and woman are sitting at a tv newsdesk talking.
8MVo7fje_oE_139_144.avi,A man appears to be draining water off of pasta in a plastic container into a sink.
QhRqJp-CgEs_7_14.avi,A girl floats on a raft.
i2GgBwlwV0c_24_31.avi,Milk is being poured into a mixer.
iTA0rWPE4nY_17_23.avi,A man washes his hands in a bathroom sink and dries them on a towel hanging over a shower stall.
8MVo7fje_oE_130_136.avi,A man appears to be draining water off of pasta in a rectangular plastic container into a sink.
PugziVUikEg_117_140.avi,A young woman does her eyebrow.
X7sQq-Iu1gQ_12_22.avi,"A man, with his eyes closed, is singing into a microphone."
TPhpsIK7pDc_25_32.avi,A hedgehog is sniffing.
UhI-p6AysWY_25_30.avi,a white cat licking his tongue
6RlYLTU5gvM_18_24.avi,A toy train is going around.
wpUT0DNB3qs_9_19.avi,A raccoon-like animal is sitting on a towel eating something.
Zoz0HcCB1vU_0_10.avi,Snow dogs are pulling sleds.
JXSkYkiKO0I_112_116.avi,A man playing drums.
j1Z890_Q3so_131_138.avi,A woman is stirring a white substance in a metal bowl.
4t5POXt2e68_5_11.avi,A crying baby falls down.
b24_bb57PPk_631_637.avi,Marlon Wayons serving food at an event.
lR8RrUBhCQg_5_15.avi,A man is playing the trumpet.
rq2p5ML8-WI_63_69.avi,The man put a necklace around a woman's neck during a ceremony.
suj4VNfZz5E_33_50.avi,A man is slicing carrots.
h0JvF9vpqx8_213_223.avi,A giant prepares his tea with a girl in it.
6ZhKOK08tgM_45_49.avi,"Three young men run, jump, and kick off of a Coke machine."
V4q5dQmpxIE_20_30.avi,A boy plays a trumpet.
YmXCfQm0_CA_68_75.avi,A man is carrying a large tree limb in the woods.
eKtsMfmQ_0s_61_68.avi,a man making pizza dough
MJNStEgDKXU_3_10.avi,The dog sat down and barked a welcome.
z1PEyzk4ADU_8_18.avi,"A man, standing at a microphone, is playing the flute."
hPyU5KjpWVc_0_35.avi,Someone slowly lights a lighter and holds it a long time.
0lh_UWF9ZP4_191_197.avi,Someone is slicing raw meat into strips.
ZxqkAGNyo8A_12_22.avi,a baby playing with a toy piano
0lh_UWF9ZP4_82_87.avi,A woman is scrambling eggs and spices in a glass bowl with a wire whisk.
EVqc7e8JCco_5_15.avi,The zebras are playing.
Gh4Beb8StFM_29_50.avi,A boy pops and locks onstage.
yYA7YXIKbg4_9_14.avi,A dog on a leash and a woman are walking on the same treadmill.
BVy9SQI5R68_0_7.avi,A baby laying on it's back is crying.
SzEbtbNSg04_111_117.avi,Someone removes the glass lid from a pot of boiling water and puts uncooked spaghetti into the pot.
8D_oQnBPfNo_43_50.avi,A cat cleans itself.
qIk_Dz5XE5E_104_109.avi,A mannequin is tossed away.
WPG-BIWOrG4_635_640.avi,A man is slicing a loaf of bread with a knife.
gqSOvUH_njE_151_155.avi,A man with headphones slides down an esculator.
kWLNZzuo3do_228_232.avi,A person is frying.
i3cHNObcEh8_0_10.avi,A cat is eating a small wedge of watermelon.
FH8vgAp4VDU_10_14.avi,A man is getting down a staircase.
s20OlIRK340_147_174.avi,A woman is slicing potatoes.
Pr5LQq42l4M_12_17.avi,A man with a wig jumps across a building.
swJ0zhVJ8DU_15_21.avi,People are disembarking from a train.
UbmZAe5u5FI_36_40.avi,A woman is squeezing the liquid out of cucumber slices with her hands over a glass bowl.
xfRIRSWy0y0_10_20.avi,A man is tilling a field with a roto-tiller.
WTf5EgVY5uU_94_98.avi,A woman seasons green peas in a small glass bowl.
_O9kWD8nuRU_50_56.avi,Someone is cutting a white vegetable into chunks.
XdB0pVjFYoU_1_8.avi,Someone is holding a small monkey.
21uB8g-jDZI_70_79.avi,A man rides a mini scooter.
ghynaoVNwZc_1_20.avi,A car does some stunt driving.
6t0BpjwYKco_230_240.avi,A woman is cutting into the fatty areas of a pork chop.
JledeVyklPw_1_6.avi,A baby sneezes.
HZ-BuDDmvVk_0_10.avi,A kitten is playing with a ball.
rw9h_574HxE_59_66.avi,A couple walks through the jungle.
klFyrnrUSck_63_73.avi,A woman coats a pork chop with flour.
UXs3eq68ZjE_313_318.avi,Someone pours milk from a plastic container into a cooked pan of rice.
xgIIcPSh4EU_0_6.avi,A boat is cruising through the waters.
DN7jwyL1Xgg_1_19.avi,A spaceship is landing.
_xf24TYgbuY_14_20.avi,Paper towels are being placed under some bacon.
lB1UPJ4leqs_1_6.avi,A young girl lying in a bed appears to wake up.
jTaLGh_MKCM_5_20.avi,A soccer player tells tips about his sport.
WTf5EgVY5uU_104_108.avi,A woman is cracking eggs.
M4It3DrhbE0_13_22.avi,A kitten tries to subdue a bunny.
aQWCKcg0VRU_321_339.avi,A man is stirring chocolate in a huge bucket.
p69Q8lTkZTc_21_29.avi,A man in a loosing attempt to hitchhike.
5U3xz9Ovmhk_99_105.avi,A man is finely chopping a green substance.
-8y1Q0rA3n8_108_115.avi,A man slices through a two liter plastic bottle of soda pop with a sword.
kWLNZzuo3do_192_196.avi,Someone is making small cuts into a shrimp.
EPgQ9QwbsLE_16_23.avi,a boy playing with two frogs
ZDoy9S82ETA_5_15.avi,A stunt car is being driven uphill.
rw9h_574HxE_13_18.avi,A man and woman are eating at a table.
uH8ObB_dyOk_159_166.avi,"Two women are shopping in a store, and one woman points to something and the other woman pushes a cart in that direction."
fEsrO_poIUg_161_168.avi,"A man inserts the tip of a large knife into a vise and pulls the knife towards him, then removes the knife and appears to be checking the blade for straightness."
-8y1Q0rA3n8_95_102.avi,A man with a sword runs ands stabs a cardboard target.
JMUAylpXzG0_45_62.avi,A woman is cutting pieces from a cake.
iwpnUHFhjWc_84_94.avi,A woman is doing a dance on a rooftop.
-_hbPLsZvvo_18_25.avi,A woman cuts a piece of zucchini in half and ten thinly slices it.
o4pL7FObqds_243_263.avi,A person rides a street bike on the freeway.
ZdlG8fjGJlo_78_87.avi,Someone cuts a piece of green pepper in half and adds to a blender containing tomatoes.
xxHx6s_DbUo_240_248.avi,A man hits clay pots of water suspended from ropes with his hands and feet and breaks them.
uZEGu-TA2cU_42_58.avi,A cartoon character riding a bike
krAk8WPZRL4_207_212.avi,A car blows up.
6r5DmFa5ZR8_51_58.avi,Animals are eating food.
kEGmZDpZ_RE_295_330.avi,Garlic is being processed into a bowl.
hJFBXHtxKIc_204_209.avi,Someone pours a reddish liquid into a saucepan of sausage from a large glass jug.
dtn0PuxgfkM_0_5.avi,A person is pushed off a ship.
5l6acVf12S4_7_13.avi,A white dog is running down the sidewalk.
05gNigkqfNU_24_32.avi,a person cutting a potato
q-JHcsqJXWY_0_8.avi,A panda is lying down.
JnNe61UZsdM_42_51.avi,A woman pours something out of a cloth covered bottle after uncorking the bottle.
-wa0umYJVGg_168_176.avi,A woman is adding green leaves to a pot of boiling water.
SzEbtbNSg04_70_85.avi,Someone cuts mushrooms into pieces with a knife.
WTx-K045yQM_85_98.avi,Someone is slicing a tomato with a serrated knife.
GopEjCCu2jo_2_9.avi,A baby is smiling.
PeUHy0A1GF0_62_66.avi,A woman is cutting a slab of raw bacon strips in half.
4PcL6-mjRNk_47_55.avi,A small dog carries a tennis ball.
6t0BpjwYKco_105_110.avi,A person cooks chopped onions.
xxHx6s_DbUo_49_56.avi,A man is exercising with his upper body off of a tall structure.
ybVb3t560oY_0_9.avi,Chickens are attacking rabbits.
AjZ-R3LFMzo_5_10.avi,A man is doing stunts while riding a motorcycle.
lc9bA-hvqHU_1_6.avi,A man does a split in a bowling tournament.
XzCcRzEa83U_39_46.avi,A duck runs after a man and bites him on the behind.
-rkErLY0rRc_26_35.avi,A woman is pruning flowers on a bush.
uiLr9bdOL0M_23_30.avi,A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.
1QVn0FffExM_14_24.avi,A lion is licking his chops.
qPXynwa_2iM_15_25.avi,A dog runs across water in slow motion.
_WRC7HXBJpU_395_401.avi,The man is stirring rice in a pan.
ZsrPKtx0qyg_7_15.avi,A puppy wagging his tail on the steps.
GY5Dl00LrEI_2_13.avi,A woman fires a shotgun.
YXixZrSxefk_49_59.avi,A person putting potatoes in a bowl.
8MVo7fje_oE_108_113.avi,A man places a rectangular plastic container of pasta into a microwave oven.
qNjeEx92rTA_281_299.avi,A man mixing chocolate in a bowl.
vE1gvaM3iAs_39_46.avi,A gloved individual wipes off a dvd.
Els1Cclg_sk_4_15.avi,Someone lifts up the back of a blue car and then drops it.
HDcIB1e9s5A_28_34.avi,A man and a woman are dancing in a field.
hJFBXHtxKIc_225_230.avi,Someone is pouring tomato sauce from a can into a saucepan containing meat pieces.
m1NR0uNNs5Y_123_129.avi,Someone is dicing an onion with a large knife.
JIoiUNOXGaI_34_41.avi,A woman is washing off the lid of a covered bowl at the faucet of a sink.
gbW9f8xydks_0_10.avi,Two animals are eating what appears to be apple slices from a pan within a cage.
DKZg4kIEa0A_31_36.avi,A boy is riding a skateboard.
Uc63MFVwfrs_355_372.avi,A chef slices a potato.
dJ3ba9zwx6c_5_15.avi,Someone is playing the piano.
00jrXRMlZOY_0_10.avi,A frog is being stroked.
-wa0umYJVGg_117_123.avi,A chef is dipping an egg into iced water.
X0UJaprpxrk_18_26.avi,A Batman & Robin movie clip of them in a helicopter.
OaBmAg6gz30_4_18.avi,Someone is slicing a cucumber using a hand slicer.
Je3V7U5Ctj4_504_511.avi,A man is chopping onions.
9LHg5RUGukI_63_68.avi,A man takes two Toaster Scrambles out of a plastic bag.
EdrZtaBUXIo_25_29.avi,Smoke is coming out of a jack-o-lantern.
-_hbPLsZvvo_323_328.avi,A man is arranging sushi.
gbUhorqLCzU_10_23.avi,A man is riding an elephant that is kicking out with first it's right foot and then it's left foot.
O2qiPS2NCeY_2_18.avi,A bird is eating from a dish in a tree.
PQbkdRbir0M_45_53.avi,a girl making lemonade
kWLNZzuo3do_38_47.avi,A woman is slicing a white substance with a pink rind.
Rq_VfjGH7kg_104_110.avi,A couple ride on a scooter.
PeUHy0A1GF0_105_112.avi,Someone is chopping some kind of seafood and adding it to a salad mixture in a glass bowl.
0vmoZEaN_-o_4_12.avi,A kitten plays with a watermelon.
NaX51emUDn4_0_20.avi,A cat stares at a dish being filled with water.
GPyFZMJ5Dow_56_70.avi,A man prepares hamburger.
-pUwIypksfE_13_23.avi,A panda climbs up a three-tiered cake and another panda is sitting and looking at the cake.
mCrRHP4LFmo_24_40.avi,Several teams are playing soccer.
R8FDJgVW3Vc_0_4.avi,A woman is tapping her nails.
5CS4nLI2ZX8_50_59.avi,Two elephants appear to be pushing a convertible with a woman in the driver's seat and a man either sitting on the top of the backseat or standing on the passenger side in the front holding onto the windshield.
5fq9iIxxA1s_12_27.avi,A boy is calling another to pass football.
ACOmKiJDkA4_175_182.avi,A woman wraps a rice ball with some kind of leaf.
3n_Kqak2JdA_48_71.avi,A man sells goods in store.
zfQOH4UGU_I_1_10.avi,A large dog is barking through a chain-link fence.
yPNFVj-pISU_105_115.avi,A car stops to pick up a hitchhiker.
YXixZrSxefk_17_48.avi,a man slices a potato.
btuxO-C2IzE_64_72.avi,A lion jumps up and is hugged and petted by two long-haired men.
pGCRurvXQGM_45_56.avi,A guy riding a scooter wipes out.
WTf5EgVY5uU_218_236.avi,A woman is placing eggs into a pan.
XzCcRzEa83U_1_8.avi,The monkey pushed the other monkey.
K1ZM0LSLVw8_488_494.avi,A man chops cucumbers.
kquB3rIgfGk_640_645.avi,A man drinks a glass of water.
lFdg5CWMTt0_24_28.avi,The man used a hammer to hit his hand.
O06WXS_XZN0_0_6.avi,A man is petting a tied up dog.
g2IYQq7IkXc_124_132.avi,Two polar bears are wrestling in the snow.
JktNQQnLblQ_4_9.avi,A cartoon of a woman flipping a pancake.
BtQEY2SL4g4_126_132.avi,Two helicopters are flying and the rotors touch causing them both to crash.
IytNBm8WA1c_63_67.avi,"A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling."
Yh2N6ZtRBdU_110_120.avi,A man seated on a park bench is rocking a woman seated on his lap.
E6sqA9QtV5I_195_201.avi,"A man, with tatoos on his arm, is kissing a woman."
R24RktgUi-s_5_15.avi,Men are playing soccer.
Qp-k0H93iJE_35_39.avi,Men are playing cricket.
6t0BpjwYKco_53_59.avi,A woman is cutting partially peeled zucchini into pieces.
sm0OYD0NSbQ_51_59.avi,A man wearing glasses and a suit is standing and talking in front of a huge bookshelf.
rlQ2kW-FvMk_66_79.avi,A man is instructing or describing a woman who is exercising.
buJ5HDCinrM_150_166.avi,A woman is putting make up on her face.
nLvX-erABqY_67_72.avi,A cartoon bunny kisses another bunny.
_txL575S_OA_13_23.avi,A dazzle of zebras are grazing on grassland.
hJuqBDw_TT4_105_112.avi,A group of teenagers are dancing outdoors.
BVjvRpmHg0w_121_130.avi,A woman stirs beef in a bowl.
fkONJEgTNJY_25_35.avi,A dog is standing on the steps of a swimming pool playing with the foamy water created by a garden hose.
qhknaG9ifbs_122_127.avi,A man breaks a block of ice by swinging a long handled metal tool at it.
IiIiY6o-C9k_49_55.avi,A man removes the paper padding from a corrugated cardboard box.
HO_ovIrLWfQ_1_11.avi,A man is rowing a boat.
K1ZM0LSLVw8_481_487.avi,A man is scooping the seeds out of what appears to be half of a peeled cucumber.
ok4cM6WTA5E_142_150.avi,A chef pours shredded mozzarella into a sauce pan.
fnpp8v9NbmY_181_188.avi,A demonstration of a recipe is being shown.
DBvSfds3FH4_84_88.avi,A woman is rolling out dough on a floured surface with a large wooden rolling pin.
x_7BrCQdVUs_172_177.avi,A young woman in a Halloween costume sits down on the couch and wakes up someone else dressed in a costume.
_ZwwKOzpt2I_69_76.avi,Meat is being sliced.
nBFhvrAOFqY_23_29.avi,A monkey is sitting in a car.
_O9kWD8nuRU_25_35.avi,A woman is cutting a yellow vegetable-looking substance into pieces.
Cxxx6wJ1jNo_0_10.avi,Someone is holding a newborn kitten.
4Tn5S48sCwg_110_118.avi,A woman sitting on the ground rubs lotion onto a naked baby's legs who is lying on the woman's legs.
fr9H1WLcF1A_256_261.avi,Two young men are playing table tennis.
6owu8Mow0_g_384_389.avi,A man puts a pizza into an industrial oven with a large paddle.
LEz0puaKNTk_38_48.avi,A man kneads a wad of dough.
zTn-nNj5Bng_8_19.avi,A woman is riding a horse.
